datetime,view
2022-05-16 15:18:03,50
2022-05-16 15:18:04,68
2022-05-16 15:18:05,46
2022-05-16 15:18:06,52
2022-05-16 15:18:07,54
2022-05-16 15:18:08,43
2022-05-16 15:18:09,37
2022-05-16 15:18:10,42
2022-05-16 15:18:11,70
2022-05-16 15:18:12,46
2022-05-16 15:18:13,35
2022-05-16 15:18:14,49
2022-05-16 15:18:15,53
2022-05-16 15:18:16,54
2022-05-16 15:18:17,58
2022-05-16 15:18:18,53
2022-05-16 15:18:19,61
2022-05-16 15:18:20,49
2022-05-16 15:18:21,59
2022-05-16 15:18:22,66
2022-05-16 15:18:23,63
2022-05-16 15:18:24,59
2022-05-16 15:18:25,73
2022-05-16 15:18:26,70
2022-05-16 15:18:27,47
2022-05-16 15:18:28,43
2022-05-16 15:18:29,49
2022-05-16 15:18:30,46
2022-05-16 15:18:31,36
2022-05-16 15:18:32,31
2022-05-16 15:18:33,49
2022-05-16 15:18:34,47
2022-05-16 15:18:35,28
2022-05-16 15:18:36,44
2022-05-16 15:18:37,51
2022-05-16 15:18:38,45
2022-05-16 15:18:39,51
2022-05-16 15:18:40,45
2022-05-16 15:18:41,49
2022-05-16 15:18:42,36
2022-05-16 15:18:43,49
2022-05-16 15:18:44,22
2022-05-16 15:18:45,23
2022-05-16 15:18:46,26
2022-05-16 15:18:47,74
2022-05-16 15:18:48,52
2022-05-16 15:18:49,52
2022-05-16 15:18:50,50
2022-05-16 15:18:51,45
2022-05-16 15:18:52,50
2022-05-16 15:18:53,36
2022-05-16 15:18:54,21
2022-05-16 15:18:55,41
2022-05-16 15:18:56,25
2022-05-16 15:18:57,34
2022-05-16 15:18:58,54
2022-05-16 15:18:59,30
2022-05-16 15:19:00,17
2022-05-16 15:19:01,43
2022-05-16 15:19:02,50
2022-05-16 15:19:03,58
2022-05-16 15:19:04,35
2022-05-16 15:19:05,38
2022-05-16 15:19:06,56
2022-05-16 15:19:07,52
2022-05-16 15:19:08,68
2022-05-16 15:19:09,43
2022-05-16 15:19:10,59
2022-05-16 15:19:11,58
2022-05-16 15:19:12,48
2022-05-16 15:19:13,60
2022-05-16 15:19:14,45
2022-05-16 15:19:15,53
2022-05-16 15:19:16,60
2022-05-16 15:19:17,77
2022-05-16 15:19:18,57
2022-05-16 15:19:19,64
2022-05-16 15:19:20,61
2022-05-16 15:19:21,59
2022-05-16 15:19:22,41
2022-05-16 15:19:23,48
2022-05-16 15:19:24,50
2022-05-16 15:19:25,43
2022-05-16 15:19:26,56
2022-05-16 15:19:27,48
2022-05-16 15:19:28,44
2022-05-16 15:19:29,72
2022-05-16 15:19:30,64
2022-05-16 15:19:31,48
2022-05-16 15:19:32,56
2022-05-16 15:19:33,40
2022-05-16 15:19:34,58
2022-05-16 15:19:35,67
2022-05-16 15:19:36,57
2022-05-16 15:19:37,56
2022-05-16 15:19:38,50
2022-05-16 15:19:39,40
2022-05-16 15:19:40,72
2022-05-16 15:19:41,66
2022-05-16 15:19:42,37
2022-05-16 15:19:43,63
2022-05-16 15:19:44,52
2022-05-16 15:19:45,68
2022-05-16 15:19:46,43
2022-05-16 15:19:47,61
2022-05-16 15:19:48,54
2022-05-16 15:19:49,57
2022-05-16 15:19:50,59
2022-05-16 15:19:51,39
2022-05-16 15:19:52,62
2022-05-16 15:19:53,56
2022-05-16 15:19:54,65
2022-05-16 15:19:55,57
2022-05-16 15:19:56,65
2022-05-16 15:19:57,58
2022-05-16 15:19:58,70
2022-05-16 15:19:59,43
2022-05-16 15:20:00,73
2022-05-16 15:20:01,56
2022-05-16 15:20:02,66
2022-05-16 15:20:03,72
2022-05-16 15:20:04,59
2022-05-16 15:20:05,63
2022-05-16 15:20:06,58
2022-05-16 15:20:07,43
2022-05-16 15:20:08,43
2022-05-16 15:20:09,41
2022-05-16 15:20:10,47
2022-05-16 15:20:11,79
2022-05-16 15:20:12,84
2022-05-16 15:20:13,54
2022-05-16 15:20:14,81
2022-05-16 15:20:15,65
2022-05-16 15:20:16,51
2022-05-16 15:20:17,61
2022-05-16 15:20:18,53
2022-05-16 15:20:19,28
2022-05-16 15:20:20,35
2022-05-16 15:20:21,34
2022-05-16 15:20:22,32
2022-05-16 15:20:23,49
2022-05-16 15:20:24,45
2022-05-16 15:20:25,26
2022-05-16 15:20:26,45
2022-05-16 15:20:27,39
2022-05-16 15:20:28,42
2022-05-16 15:20:29,67
2022-05-16 15:20:30,41
2022-05-16 15:20:31,51
2022-05-16 15:20:32,54
2022-05-16 15:20:33,78
2022-05-16 15:20:34,72
2022-05-16 15:20:35,84
2022-05-16 15:20:36,39
2022-05-16 15:20:37,42
2022-05-16 15:20:38,54
2022-05-16 15:20:39,42
2022-05-16 15:20:40,32
2022-05-16 15:20:41,39
2022-05-16 15:20:42,42
2022-05-16 15:20:43,50
2022-05-16 15:20:44,50
2022-05-16 15:20:45,45
2022-05-16 15:20:46,50
2022-05-16 15:20:47,53
2022-05-16 15:20:48,55
2022-05-16 15:20:49,69
2022-05-16 15:20:50,60
2022-05-16 15:20:51,53
2022-05-16 15:20:52,53
2022-05-16 15:20:53,48
2022-05-16 15:20:54,42
2022-05-16 15:20:55,30
2022-05-16 15:20:56,33
2022-05-16 15:20:57,55
2022-05-16 15:20:58,60
2022-05-16 15:20:59,54
2022-05-16 15:21:00,44
2022-05-16 15:21:01,34
2022-05-16 15:21:02,66
2022-05-16 15:21:03,49
2022-05-16 15:21:04,47
2022-05-16 15:21:05,63
2022-05-16 15:21:06,49
2022-05-16 15:21:07,56
2022-05-16 15:21:08,51
2022-05-16 15:21:09,54
2022-05-16 15:21:10,64
2022-05-16 15:21:11,71
2022-05-16 15:21:12,53
2022-05-16 15:21:13,36
2022-05-16 15:21:14,31
2022-05-16 15:21:15,43
2022-05-16 15:21:16,40
2022-05-16 15:21:17,45
2022-05-16 15:21:18,35
2022-05-16 15:21:19,26
2022-05-16 15:21:20,32
2022-05-16 15:21:21,34
2022-05-16 15:21:22,36
2022-05-16 15:21:23,36
2022-05-16 15:21:24,30
2022-05-16 15:21:25,31
2022-05-16 15:21:26,28
2022-05-16 15:21:27,23
2022-05-16 15:21:28,27
2022-05-16 15:21:29,58
2022-05-16 15:21:30,41
2022-05-16 15:21:31,54
2022-05-16 15:21:32,45
2022-05-16 15:21:33,46
2022-05-16 15:21:34,26
2022-05-16 15:21:35,41
2022-05-16 15:21:36,47
2022-05-16 15:21:37,35
2022-05-16 15:21:38,22
2022-05-16 15:21:39,41
2022-05-16 15:21:40,39
2022-05-16 15:21:41,28
2022-05-16 15:21:42,42
2022-05-16 15:21:43,31
2022-05-16 15:21:44,43
2022-05-16 15:21:45,40
2022-05-16 15:21:46,49
2022-05-16 15:21:47,51
2022-05-16 15:21:48,57
2022-05-16 15:21:49,53
2022-05-16 15:21:50,51
2022-05-16 15:21:51,47
2022-05-16 15:21:52,37
2022-05-16 15:21:53,64
2022-05-16 15:21:54,71
2022-05-16 15:21:55,68
2022-05-16 15:21:56,44
2022-05-16 15:21:57,40
2022-05-16 15:21:58,37
2022-05-16 15:21:59,32
2022-05-16 15:22:00,58
2022-05-16 15:22:01,49
2022-05-16 15:22:02,52
2022-05-16 15:22:03,44
2022-05-16 15:22:04,37
2022-05-16 15:22:05,49
2022-05-16 15:22:06,41
2022-05-16 15:22:07,28
2022-05-16 15:22:08,42
2022-05-16 15:22:09,46
2022-05-16 15:22:10,35
2022-05-16 15:22:11,39
2022-05-16 15:22:12,33
2022-05-16 15:22:13,26
2022-05-16 15:22:14,23
2022-05-16 15:22:15,20
2022-05-16 15:22:16,48
2022-05-16 15:22:17,40
2022-05-16 15:22:18,36
2022-05-16 15:22:19,50
2022-05-16 15:22:20,41
2022-05-16 15:22:21,39
2022-05-16 15:22:22,40
2022-05-16 15:22:23,40
2022-05-16 15:22:24,64
2022-05-16 15:22:25,24
2022-05-16 15:22:26,36
2022-05-16 15:22:27,29
2022-05-16 15:22:28,38
2022-05-16 15:22:29,30
2022-05-16 15:22:30,45
2022-05-16 15:22:31,34
2022-05-16 15:22:32,37
2022-05-16 15:22:33,38
2022-05-16 15:22:34,43
2022-05-16 15:22:35,27
2022-05-16 15:22:36,29
2022-05-16 15:22:37,30
2022-05-16 15:22:38,44
2022-05-16 15:22:39,34
2022-05-16 15:22:40,27
2022-05-16 15:22:41,30
2022-05-16 15:22:42,51
2022-05-16 15:22:43,39
2022-05-16 15:22:44,77
2022-05-16 15:22:45,70
2022-05-16 15:22:46,59
2022-05-16 15:22:47,41
2022-05-16 15:22:48,50
2022-05-16 15:22:49,64
2022-05-16 15:22:50,52
2022-05-16 15:22:51,34
2022-05-16 15:22:52,31
2022-05-16 15:22:53,35
2022-05-16 15:22:54,49
2022-05-16 15:22:55,66
2022-05-16 15:22:56,51
2022-05-16 15:22:57,37
2022-05-16 15:22:58,29
2022-05-16 15:22:59,41
2022-05-16 15:23:00,41
2022-05-16 15:23:01,38
2022-05-16 15:23:02,60
2022-05-16 15:23:03,54
2022-05-16 15:23:04,39
2022-05-16 15:23:05,33
2022-05-16 15:23:06,29
2022-05-16 15:23:07,32
2022-05-16 15:23:08,33
2022-05-16 15:23:09,52
2022-05-16 15:23:10,45
2022-05-16 15:23:11,37
2022-05-16 15:23:12,31
2022-05-16 15:23:13,47
2022-05-16 15:23:14,47
2022-05-16 15:23:15,45
2022-05-16 15:23:16,40
2022-05-16 15:23:17,69
2022-05-16 15:23:18,59
2022-05-16 15:23:19,58
2022-05-16 15:23:20,40
2022-05-16 15:23:21,39
2022-05-16 15:23:22,42
2022-05-16 15:23:23,52
2022-05-16 15:23:24,37
2022-05-16 15:23:25,43
2022-05-16 15:23:26,43
2022-05-16 15:23:27,59
2022-05-16 15:23:28,51
2022-05-16 15:23:29,44
2022-05-16 15:23:30,27
2022-05-16 15:23:31,56
2022-05-16 15:23:32,58
2022-05-16 15:23:33,60
2022-05-16 15:23:34,72
2022-05-16 15:23:35,71
2022-05-16 15:23:36,58
2022-05-16 15:23:37,53
2022-05-16 15:23:38,35
2022-05-16 15:23:39,52
2022-05-16 15:23:40,57
2022-05-16 15:23:41,43
2022-05-16 15:23:42,40
2022-05-16 15:23:43,57
2022-05-16 15:23:44,50
2022-05-16 15:23:45,51
2022-05-16 15:23:46,66
2022-05-16 15:23:47,56
2022-05-16 15:23:48,62
2022-05-16 15:23:49,65
2022-05-16 15:23:50,74
2022-05-16 15:23:51,41
2022-05-16 15:23:52,47
2022-05-16 15:23:53,54
2022-05-16 15:23:54,78
2022-05-16 15:23:55,50
2022-05-16 15:23:56,52
2022-05-16 15:23:57,52
2022-05-16 15:23:58,45
2022-05-16 15:23:59,34
2022-05-16 15:24:00,55
2022-05-16 15:24:01,48
2022-05-16 15:24:02,45
2022-05-16 15:24:03,44
2022-05-16 15:24:04,44
2022-05-16 15:24:05,57
2022-05-16 15:24:06,44
2022-05-16 15:24:07,38
2022-05-16 15:24:08,55
2022-05-16 15:24:09,51
2022-05-16 15:24:10,52
2022-05-16 15:24:11,65
2022-05-16 15:24:12,40
2022-05-16 15:24:13,49
2022-05-16 15:24:14,46
2022-05-16 15:24:15,64
2022-05-16 15:24:16,48
2022-05-16 15:24:17,51
2022-05-16 15:24:18,51
2022-05-16 15:24:19,39
2022-05-16 15:24:20,31
2022-05-16 15:24:21,42
2022-05-16 15:24:22,46
2022-05-16 15:24:23,44
2022-05-16 15:24:24,41
2022-05-16 15:24:25,33
2022-05-16 15:24:26,50
2022-05-16 15:24:27,57
2022-05-16 15:24:28,57
2022-05-16 15:24:29,53
2022-05-16 15:24:30,66
2022-05-16 15:24:31,63
2022-05-16 15:24:32,51
2022-05-16 15:24:33,51
2022-05-16 15:24:34,51
2022-05-16 15:24:35,58
2022-05-16 15:24:36,51
2022-05-16 15:24:37,29
2022-05-16 15:24:38,30
2022-05-16 15:24:39,34
2022-05-16 15:24:40,45
2022-05-16 15:24:41,38
2022-05-16 15:24:42,74
2022-05-16 15:24:43,68
2022-05-16 15:24:44,56
2022-05-16 15:24:45,77
2022-05-16 15:24:46,58
2022-05-16 15:24:47,46
2022-05-16 15:24:48,46
2022-05-16 15:24:49,62
2022-05-16 15:24:50,54
2022-05-16 15:24:51,49
2022-05-16 15:24:52,50
2022-05-16 15:24:53,69
2022-05-16 15:24:54,43
2022-05-16 15:24:55,23
2022-05-16 15:24:56,31
2022-05-16 15:24:57,35
2022-05-16 15:24:58,47
2022-05-16 15:24:59,52
2022-05-16 15:25:00,68
2022-05-16 15:25:01,57
2022-05-16 15:25:02,53
2022-05-16 15:25:03,51
2022-05-16 15:25:04,28
2022-05-16 15:25:05,44
2022-05-16 15:25:06,50
2022-05-16 15:25:07,38
2022-05-16 15:25:08,17
2022-05-16 15:25:09,53
2022-05-16 15:25:10,42
2022-05-16 15:25:11,31
2022-05-16 15:25:12,55
2022-05-16 15:25:13,43
2022-05-16 15:25:14,57
2022-05-16 15:25:15,51
2022-05-16 15:25:16,40
2022-05-16 15:25:17,37
2022-05-16 15:25:18,43
2022-05-16 15:25:19,41
2022-05-16 15:25:20,59
2022-05-16 15:25:21,48
2022-05-16 15:25:22,36
2022-05-16 15:25:23,57
2022-05-16 15:25:24,57
2022-05-16 15:25:25,56
2022-05-16 15:25:26,51
2022-05-16 15:25:27,57
2022-05-16 15:25:28,45
2022-05-16 15:25:29,36
2022-05-16 15:25:30,57
2022-05-16 15:25:31,43
2022-05-16 15:25:32,36
2022-05-16 15:25:33,33
2022-05-16 15:25:34,53
2022-05-16 15:25:35,42
2022-05-16 15:25:36,28
2022-05-16 15:25:37,41
2022-05-16 15:25:38,36
2022-05-16 15:25:39,37
2022-05-16 15:25:40,64
2022-05-16 15:25:41,51
2022-05-16 15:25:42,29
2022-05-16 15:25:43,29
2022-05-16 15:25:44,40
2022-05-16 15:25:45,43
2022-05-16 15:25:46,24
2022-05-16 15:25:47,83
2022-05-16 15:25:48,58
2022-05-16 15:25:49,65
2022-05-16 15:25:50,60
2022-05-16 15:25:51,56
2022-05-16 15:25:52,56
2022-05-16 15:25:53,46
2022-05-16 15:25:54,44
2022-05-16 15:25:55,44
2022-05-16 15:25:56,57
2022-05-16 15:25:57,56
2022-05-16 15:25:58,51
2022-05-16 15:25:59,36
2022-05-16 15:26:00,61
2022-05-16 15:26:01,43
2022-05-16 15:26:02,32
2022-05-16 15:26:03,34
2022-05-16 15:26:04,24
2022-05-16 15:26:05,78
2022-05-16 15:26:06,57
2022-05-16 15:26:07,56
2022-05-16 15:26:08,50
2022-05-16 15:26:09,37
2022-05-16 15:26:10,34
2022-05-16 15:26:11,49
2022-05-16 15:26:12,45
2022-05-16 15:26:13,50
2022-05-16 15:26:14,67
2022-05-16 15:26:15,40
2022-05-16 15:26:16,12
2022-05-16 15:26:17,39
2022-05-16 15:26:18,21
2022-05-16 15:26:19,20
2022-05-16 15:26:20,36
2022-05-16 15:26:21,57
2022-05-16 15:26:22,43
2022-05-16 15:26:23,46
2022-05-16 15:26:24,12
2022-05-16 15:26:25,12
2022-05-16 15:26:26,14
2022-05-16 15:26:27,25
2022-05-16 15:26:28,27
2022-05-16 15:26:29,20
2022-05-16 15:26:30,44
2022-05-16 15:26:31,17
2022-05-16 15:26:32,48
2022-05-16 15:26:33,57
2022-05-16 15:26:34,33
2022-05-16 15:26:35,59
2022-05-16 15:26:36,45
2022-05-16 15:26:37,57
2022-05-16 15:26:38,49
2022-05-16 15:26:39,37
2022-05-16 15:26:40,37
2022-05-16 15:26:41,43
2022-05-16 15:26:42,28
2022-05-16 15:26:43,12
2022-05-16 15:26:44,17
2022-05-16 15:26:45,9
2022-05-16 15:26:46,16
2022-05-16 15:26:47,42
2022-05-16 15:26:48,44
2022-05-16 15:26:49,35
2022-05-16 15:26:50,18
2022-05-16 15:26:51,53
2022-05-16 15:26:52,41
2022-05-16 15:26:53,44
2022-05-16 15:26:54,53
2022-05-16 15:26:55,57
2022-05-16 15:26:56,65
2022-05-16 15:26:57,46
2022-05-16 15:26:58,55
2022-05-16 15:26:59,43
2022-05-16 15:27:00,49
2022-05-16 15:27:01,46
2022-05-16 15:27:02,54
2022-05-16 15:27:03,43
2022-05-16 15:27:04,59
2022-05-16 15:27:05,43
2022-05-16 15:27:06,48
2022-05-16 15:27:07,53
2022-05-16 15:27:08,57
2022-05-16 15:27:09,46
2022-05-16 15:27:10,35
2022-05-16 15:27:11,30
2022-05-16 15:27:12,56
2022-05-16 15:27:13,42
2022-05-16 15:27:14,53
2022-05-16 15:27:15,42
2022-05-16 15:27:16,28
2022-05-16 15:27:17,48
2022-05-16 15:27:18,51
2022-05-16 15:27:19,39
2022-05-16 15:27:20,30
2022-05-16 15:27:21,37
2022-05-16 15:27:22,50
2022-05-16 15:27:23,32
2022-05-16 15:27:24,36
2022-05-16 15:27:25,42
2022-05-16 15:27:26,43
2022-05-16 15:27:27,66
2022-05-16 15:27:28,34
2022-05-16 15:27:29,33
2022-05-16 15:27:30,42
2022-05-16 15:27:31,43
2022-05-16 15:27:32,44
2022-05-16 15:27:33,56
2022-05-16 15:27:34,38
2022-05-16 15:27:35,30
2022-05-16 15:27:36,26
2022-05-16 15:27:37,23
2022-05-16 15:27:38,20
2022-05-16 15:27:39,21
2022-05-16 15:27:40,20
2022-05-16 15:27:41,15
2022-05-16 15:27:42,13
2022-05-16 15:27:43,46
2022-05-16 15:27:44,34
2022-05-16 15:27:45,47
2022-05-16 15:27:46,38
2022-05-16 15:27:47,47
2022-05-16 15:27:48,53
2022-05-16 15:27:49,49
2022-05-16 15:27:50,29
2022-05-16 15:27:51,36
2022-05-16 15:27:52,39
2022-05-16 15:27:53,45
2022-05-16 15:27:54,43
2022-05-16 15:27:55,44
2022-05-16 15:27:56,51
2022-05-16 15:27:57,42
2022-05-16 15:27:58,46
2022-05-16 15:27:59,35
2022-05-16 15:28:00,24
2022-05-16 15:28:01,36
2022-05-16 15:28:02,37
2022-05-16 15:28:03,42
2022-05-16 15:28:04,43
2022-05-16 15:28:05,39
2022-05-16 15:28:06,36
2022-05-16 15:28:07,55
2022-05-16 15:28:08,36
2022-05-16 15:28:09,29
2022-05-16 15:28:10,21
2022-05-16 15:28:11,33
2022-05-16 15:28:12,39
2022-05-16 15:28:13,35
2022-05-16 15:28:14,35
2022-05-16 15:28:15,38
2022-05-16 15:28:16,41
2022-05-16 15:28:17,35
2022-05-16 15:28:18,42
2022-05-16 15:28:19,37
2022-05-16 15:28:20,45
2022-05-16 15:28:21,28
2022-05-16 15:28:22,42
2022-05-16 15:28:23,54
2022-05-16 15:28:24,42
2022-05-16 15:28:25,37
2022-05-16 15:28:26,37
2022-05-16 15:28:27,48
2022-05-16 15:28:28,59
2022-05-16 15:28:29,27
2022-05-16 15:28:30,49
2022-05-16 15:28:31,41
2022-05-16 15:28:32,36
2022-05-16 15:28:33,48
2022-05-16 15:28:34,42
2022-05-16 15:28:35,49
2022-05-16 15:28:36,53
2022-05-16 15:28:37,41
2022-05-16 15:28:38,61
2022-05-16 15:28:39,31
2022-05-16 15:28:40,28
2022-05-16 15:28:41,29
2022-05-16 15:28:42,23
2022-05-16 15:28:43,24
2022-05-16 15:28:44,30
2022-05-16 15:28:45,35
2022-05-16 15:28:46,25
2022-05-16 15:28:47,20
2022-05-16 15:28:48,41
2022-05-16 15:28:49,31
2022-05-16 15:28:50,40
2022-05-16 15:28:51,23
2022-05-16 15:28:52,19
2022-05-16 15:28:53,22
2022-05-16 15:28:54,31
2022-05-16 15:28:55,43
2022-05-16 15:28:56,48
2022-05-16 15:28:57,53
2022-05-16 15:28:58,49
2022-05-16 15:28:59,38
2022-05-16 15:29:00,36
2022-05-16 15:29:01,52
2022-05-16 15:29:02,27
2022-05-16 15:29:03,27
2022-05-16 15:29:04,33
2022-05-16 15:29:05,34
2022-05-16 15:29:06,24
2022-05-16 15:29:07,12
2022-05-16 15:29:08,15
2022-05-16 15:29:09,19
2022-05-16 15:29:10,30
2022-05-16 15:29:11,33
2022-05-16 15:29:12,23
2022-05-16 15:29:13,22
2022-05-16 15:29:14,21
2022-05-16 15:29:15,17
2022-05-16 15:29:16,22
2022-05-16 15:29:17,16
2022-05-16 15:29:18,19
2022-05-16 15:29:19,35
2022-05-16 15:29:20,18
2022-05-16 15:29:21,33
2022-05-16 15:29:22,25
2022-05-16 15:29:23,30
2022-05-16 15:29:24,32
2022-05-16 15:29:25,21
2022-05-16 15:29:26,14
2022-05-16 15:29:27,9
2022-05-16 15:29:28,18
2022-05-16 15:29:29,19
2022-05-16 15:29:30,30
2022-05-16 15:29:31,47
2022-05-16 15:29:32,21
2022-05-16 15:29:33,16
2022-05-16 15:29:34,18
2022-05-16 15:29:35,19
2022-05-16 15:29:36,28
2022-05-16 15:29:37,27
2022-05-16 15:29:38,25
2022-05-16 15:29:39,29
2022-05-16 15:29:40,24
2022-05-16 15:29:41,11
2022-05-16 15:29:42,19
2022-05-16 15:29:43,19
2022-05-16 15:29:44,20
2022-05-16 15:29:45,9
2022-05-16 15:29:46,11
2022-05-16 15:29:47,19
2022-05-16 15:29:48,14
2022-05-16 15:29:49,15
2022-05-16 15:29:50,12
2022-05-16 15:29:51,20
2022-05-16 15:29:52,10
2022-05-16 15:29:53,20
2022-05-16 15:29:54,22
2022-05-16 15:29:55,24
2022-05-16 15:29:56,29
2022-05-16 15:29:57,28
2022-05-16 15:29:58,13
2022-05-16 15:29:59,17
2022-05-16 15:30:00,12
2022-05-16 15:30:01,16
2022-05-16 15:30:02,18
2022-05-16 15:30:03,40
2022-05-16 15:30:04,39
2022-05-16 15:30:05,30
2022-05-16 15:30:06,20
2022-05-16 15:30:07,15
2022-05-16 15:30:08,32
2022-05-16 15:30:09,28
2022-05-16 15:30:10,35
2022-05-16 15:30:11,35
2022-05-16 15:30:12,18
2022-05-16 15:30:13,30
2022-05-16 15:30:14,17
2022-05-16 15:30:15,21
2022-05-16 15:30:16,18
2022-05-16 15:30:17,16
2022-05-16 15:30:18,22
2022-05-16 15:30:19,16
2022-05-16 15:30:20,24
2022-05-16 15:30:21,25
2022-05-16 15:30:22,23
2022-05-16 15:30:23,17
2022-05-16 15:30:24,22
2022-05-16 15:30:25,35
2022-05-16 15:30:26,20
2022-05-16 15:30:27,19
2022-05-16 15:30:28,26
2022-05-16 15:30:29,30
2022-05-16 15:30:30,27
2022-05-16 15:30:31,18
2022-05-16 15:30:32,14
2022-05-16 15:30:33,17
2022-05-16 15:30:34,25
2022-05-16 15:30:35,29
2022-05-16 15:30:36,19
2022-05-16 15:30:37,17
2022-05-16 15:30:38,12
2022-05-16 15:30:39,4
2022-05-16 15:30:40,12
2022-05-16 15:30:41,24
2022-05-16 15:30:42,20
2022-05-16 15:30:43,21
2022-05-16 15:30:44,29
2022-05-16 15:30:45,26
2022-05-16 15:30:46,18
2022-05-16 15:30:47,16
2022-05-16 15:30:48,15
2022-05-16 15:30:49,11
2022-05-16 15:30:50,18
2022-05-16 15:30:51,19
2022-05-16 15:30:52,18
2022-05-16 15:30:53,11
2022-05-16 15:30:54,12
2022-05-16 15:30:55,14
2022-05-16 15:30:56,26
2022-05-16 15:30:57,32
2022-05-16 15:30:58,23
2022-05-16 15:30:59,37
2022-05-16 15:31:00,12
2022-05-16 15:31:01,18
2022-05-16 15:31:02,11
2022-05-16 15:31:03,19
2022-05-16 15:31:04,10
2022-05-16 15:31:05,13
2022-05-16 15:31:06,28
2022-05-16 15:31:07,26
2022-05-16 15:31:08,37
2022-05-16 15:31:09,20
2022-05-16 15:31:10,19
2022-05-16 15:31:11,15
2022-05-16 15:31:12,26
2022-05-16 15:31:13,27
2022-05-16 15:31:14,31
2022-05-16 15:31:15,21
2022-05-16 15:31:16,21
2022-05-16 15:31:17,27
2022-05-16 15:31:18,20
2022-05-16 15:31:19,18
2022-05-16 15:31:20,22
2022-05-16 15:31:21,18
2022-05-16 15:31:22,16
2022-05-16 15:31:23,19
2022-05-16 15:31:24,19
2022-05-16 15:31:25,16
2022-05-16 15:31:26,12
2022-05-16 15:31:27,10
2022-05-16 15:31:28,11
2022-05-16 15:31:29,7
2022-05-16 15:31:30,11
2022-05-16 15:31:31,11
2022-05-16 15:31:32,19
2022-05-16 15:31:33,10
2022-05-16 15:31:34,16
2022-05-16 15:31:35,33
2022-05-16 15:31:36,22
2022-05-16 15:31:37,22
2022-05-16 15:31:38,24
2022-05-16 15:31:39,21
2022-05-16 15:31:40,17
2022-05-16 15:31:41,12
2022-05-16 15:31:42,11
2022-05-16 15:31:43,15
2022-05-16 15:31:44,8
2022-05-16 15:31:45,21
2022-05-16 15:31:46,22
2022-05-16 15:31:47,24
2022-05-16 15:31:48,37
2022-05-16 15:31:49,25
2022-05-16 15:31:50,13
2022-05-16 15:31:51,21
2022-05-16 15:31:52,36
2022-05-16 15:31:53,13
2022-05-16 15:31:54,7
2022-05-16 15:31:55,16
2022-05-16 15:31:56,29
2022-05-16 15:31:57,20
2022-05-16 15:31:58,17
2022-05-16 15:31:59,32
2022-05-16 15:32:00,23
2022-05-16 15:32:01,14
2022-05-16 15:32:02,9
2022-05-16 15:32:03,7
2022-05-16 15:32:04,15
2022-05-16 15:32:05,16
2022-05-16 15:32:06,19
2022-05-16 15:32:07,30
2022-05-16 15:32:08,18
2022-05-16 15:32:09,20
2022-05-16 15:32:10,18
2022-05-16 15:32:11,33
2022-05-16 15:32:12,20
2022-05-16 15:32:13,10
2022-05-16 15:32:14,13
2022-05-16 15:32:15,22
2022-05-16 15:32:16,34
2022-05-16 15:32:17,16
2022-05-16 15:32:18,24
2022-05-16 15:32:19,20
2022-05-16 15:32:20,11
2022-05-16 15:32:21,12
2022-05-16 15:32:22,13
2022-05-16 15:32:23,24
2022-05-16 15:32:24,11
2022-05-16 15:32:25,17
2022-05-16 15:32:26,19
2022-05-16 15:32:27,15
2022-05-16 15:32:28,19
2022-05-16 15:32:29,20
2022-05-16 15:32:30,24
2022-05-16 15:32:31,22
2022-05-16 15:32:32,20
2022-05-16 15:32:33,27
2022-05-16 15:32:34,34
2022-05-16 15:32:35,23
2022-05-16 15:32:36,20
2022-05-16 15:32:37,16
2022-05-16 15:32:38,22
2022-05-16 15:32:39,30
2022-05-16 15:32:40,33
2022-05-16 15:32:41,21
2022-05-16 15:32:42,14
2022-05-16 15:32:43,17
2022-05-16 15:32:44,12
2022-05-16 15:32:45,20
2022-05-16 15:32:46,31
2022-05-16 15:32:47,25
2022-05-16 15:32:48,30
2022-05-16 15:32:49,20
2022-05-16 15:32:50,22
2022-05-16 15:32:51,18
2022-05-16 15:32:52,36
2022-05-16 15:32:53,20
2022-05-16 15:32:54,19
2022-05-16 15:32:55,11
2022-05-16 15:32:56,12
2022-05-16 15:32:57,14
2022-05-16 15:32:58,11
2022-05-16 15:32:59,25
2022-05-16 15:33:00,11
2022-05-16 15:33:01,19
2022-05-16 15:33:02,27
2022-05-16 15:33:03,28
2022-05-16 15:33:04,20
2022-05-16 15:33:05,20
2022-05-16 15:33:06,27
2022-05-16 15:33:07,31
2022-05-16 15:33:08,20
2022-05-16 15:33:09,23
2022-05-16 15:33:10,13
2022-05-16 15:33:11,11
2022-05-16 15:33:12,13
2022-05-16 15:33:13,14
2022-05-16 15:33:14,9
2022-05-16 15:33:15,11
2022-05-16 15:33:16,10
2022-05-16 15:33:17,5
2022-05-16 15:33:18,12
2022-05-16 15:33:19,9
2022-05-16 15:33:20,22
2022-05-16 15:33:21,20
2022-05-16 15:33:22,15
2022-05-16 15:33:23,21
2022-05-16 15:33:24,11
2022-05-16 15:33:25,10
2022-05-16 15:33:26,28
2022-05-16 15:33:27,15
2022-05-16 15:33:28,10
2022-05-16 15:33:29,14
2022-05-16 15:33:30,21
2022-05-16 15:33:31,16
2022-05-16 15:33:32,11
2022-05-16 15:33:33,27
2022-05-16 15:33:34,20
